0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.022,51.828
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,51.828,0.022
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,0.0,0.0
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,0.0,0.0
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,53.506,0.022
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.022,53.506
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,0.0,0.0
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.0,0.0
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,54.282,0.023
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,0.023,54.282
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.0,0.0
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,0.0,0.0
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.11,0.023,55.159
0.192,0.168,0.001,0.11,0.192,0.168,0.001,0.112,55.159,0.023
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,60.795,16.983
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,16.983,60.795
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,52.352,0.021
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.021,52.352
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.022,52.026
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,52.026,0.022
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,0.0,0.0
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,0.0,0.0
0.192,0.168,0.001,0.124,0.192,0.168,0.001,0.14,56.861,56.382
0.192,0.168,0.001,0.14,0.192,0.168,0.001,0.124,56.382,56.861
0.192,0.168,0.001,0.111,0.192,0.168,0.001,0.112,49.415,0.023
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.111,0.023,49.415
0.192,0.168,0.001,0.14,0.192,0.168,0.001,0.124,0.08,51.716
0.192,0.168,0.001,0.124,0.192,0.168,0.001,0.14,51.716,0.08
0.192,0.168,0.001,0.14,0.192,0.168,0.001,0.124,44.316,56.858
0.192,0.168,0.001,0.124,0.192,0.168,0.001,0.14,56.858,44.316
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.02,33.555
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,33.555,0.02
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.021,52.566
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,52.566,0.021
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,51.264,51.351
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,51.351,51.264
0.192,0.168,0.001,0.124,0.192,0.168,0.001,0.14,51.708,0.08
0.192,0.168,0.001,0.14,0.192,0.168,0.001,0.124,0.08,51.708
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.021,41.896
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,41.896,0.021
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,41.9,0.021
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.021,41.9
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,34.34,0.08
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.08,34.34
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.111,0.02,52.543
0.192,0.168,0.001,0.111,0.192,0.168,0.001,0.112,52.543,0.02
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,0.08,43.95
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,43.95,0.08
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,43.938,0.08
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,0.08,43.938
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,3.345,57.691
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,57.691,3.345
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.08,54.254
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,54.254,0.08
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,35.458,0.021
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,0.021,35.458
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.111,0.02,52.536
0.192,0.168,0.001,0.111,0.192,0.168,0.001,0.112,52.536,0.02
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.02,52.439
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,52.439,0.02
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,55.805,3.343
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,3.343,55.805
0.192,0.168,0.001,0.124,0.192,0.168,0.001,0.14,51.717,0.08
0.192,0.168,0.001,0.14,0.192,0.168,0.001,0.124,0.08,51.717
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.111,0.022,49.726
0.192,0.168,0.001,0.111,0.192,0.168,0.001,0.112,49.726,0.022
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,52.372,0.02
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.02,52.372
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.111,0.022,49.828
0.192,0.168,0.001,0.111,0.192,0.168,0.001,0.112,49.828,0.022
0.192,0.168,0.001,0.124,0.192,0.168,0.001,0.14,51.713,0.08
0.192,0.168,0.001,0.14,0.192,0.168,0.001,0.124,0.08,51.713
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,54.001,0.08
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.08,54.001
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,50.841,0.023
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.023,50.841
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,54.133,3.308
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,3.308,54.133
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,34.332,0.08
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.08,34.332
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,37.698,0.023
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.023,37.698
0.192,0.168,0.001,0.124,0.192,0.168,0.001,0.14,51.709,0.08
0.192,0.168,0.001,0.14,0.192,0.168,0.001,0.124,0.08,51.709
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.112,34.278,0.08
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.107,0.08,34.278
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,7.677,52.572
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,52.572,7.677
0.192,0.168,0.001,0.124,0.192,0.168,0.001,0.14,56.857,0.021
0.192,0.168,0.001,0.14,0.192,0.168,0.001,0.124,0.021,56.857
0.192,0.168,0.001,0.107,0.192,0.168,0.001,0.115,54.336,0.08
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.107,0.08,54.336
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,45.841,0.02
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,0.02,45.841
0.192,0.168,0.001,0.112,0.192,0.168,0.001,0.115,50.225,0.02
0.192,0.168,0.001,0.115,0.192,0.168,0.001,0.112,0.02,50.225
