192,168,1,112,192,168,1,107,20,36713,64,8,32,229
192,168,1,112,192,168,1,107,20,36713,64,0,40,29200
192,168,1,112,192,168,1,107,20,36713,64,0,32,229
192,168,1,107,192,168,1,112,36713,20,64,0,40,28960
192,168,1,112,192,168,1,107,20,36713,64,8,32,229
192,168,1,112,192,168,1,107,20,36713,64,8,37,229
192,168,1,107,192,168,1,112,36713,20,64,8,32,227
192,168,1,107,192,168,1,112,36713,20,64,8,32,227
192,168,1,112,192,168,1,107,80,34278,64,0,536,243
192,168,1,107,192,168,1,112,34278,80,64,0,403,229
192,168,1,107,192,168,1,112,34278,80,64,0,32,229
192,168,1,107,192,168,1,112,34278,80,64,0,370,237
192,168,1,112,192,168,1,107,80,34278,64,0,32,243
192,168,1,112,192,168,1,107,80,34278,64,0,32,235
192,168,1,107,192,168,1,112,34278,80,64,0,40,29200
192,168,1,107,192,168,1,112,34278,80,64,0,32,245
192,168,1,112,192,168,1,107,80,34278,64,0,336,235
192,168,1,107,192,168,1,112,34278,80,64,0,32,245
192,168,1,112,192,168,1,107,80,34278,64,0,32,243
192,168,1,107,192,168,1,112,34278,80,64,0,32,237
192,168,1,112,192,168,1,107,80,34278,64,0,40,28960
192,168,1,112,192,168,1,115,38845,3342,64,0,40,29200
192,168,1,115,192,168,1,112,3342,38845,-128,0,20,68
192,168,1,115,192,168,1,112,3342,38845,-128,0,32,17520
192,168,1,112,192,168,1,115,38845,3342,64,0,26,7300
192,168,1,112,192,168,1,115,38845,3342,64,0,20,7300
192,168,1,115,192,168,1,112,3342,38845,-128,0,20,68
192,168,1,112,192,168,1,115,38845,3342,64,0,20,7300
192,168,1,112,192,168,1,115,38845,3342,64,0,20,7300
192,168,1,111,192,168,1,112,49415,23,-128,0,20,68
192,168,1,112,192,168,1,111,23,49415,64,16,669,229
192,168,1,112,192,168,1,111,23,49415,64,16,21,229
192,168,1,111,192,168,1,112,49415,23,-128,0,20,68
192,168,1,111,192,168,1,112,49415,23,-128,0,21,63
192,168,1,111,192,168,1,112,49415,23,-128,0,21,64
192,168,1,111,192,168,1,112,49415,23,-128,0,20,63
192,168,1,111,192,168,1,112,49415,23,-128,0,21,64
192,168,1,111,192,168,1,112,49415,23,-128,0,20,65
192,168,1,111,192,168,1,112,49415,23,-128,0,20,65
192,168,1,112,192,168,1,111,23,49415,64,16,22,229
192,168,1,111,192,168,1,112,49415,23,-128,0,21,64
192,168,1,112,192,168,1,111,23,49415,64,16,26,229
192,168,1,111,192,168,1,112,49415,23,-128,0,21,68
192,168,1,111,192,168,1,112,49415,23,-128,0,21,63
192,168,1,111,192,168,1,112,49415,23,-128,0,20,64
192,168,1,111,192,168,1,112,49415,23,-128,0,20,64
192,168,1,112,192,168,1,111,23,49415,64,16,22,229
192,168,1,111,192,168,1,112,49415,23,-128,0,21,64
192,168,1,112,192,168,1,111,23,49415,64,16,52,229
192,168,1,111,192,168,1,112,49415,23,-128,0,20,68
192,168,1,111,192,168,1,112,49415,23,-128,0,21,63
192,168,1,111,192,168,1,112,49415,23,-128,0,20,64
192,168,1,111,192,168,1,112,49415,23,-128,0,20,63
192,168,1,111,192,168,1,112,49415,23,-128,0,21,64
192,168,1,111,192,168,1,112,49415,23,-128,0,20,64
192,168,1,112,192,168,1,111,23,49415,64,16,21,229
